filename,label
dataset_asv\fake_speech\LA_T_1066444.flac,fake
dataset_asv\fake_speech\LA_T_1067322.flac,fake
dataset_asv\fake_speech\LA_T_1067553.flac,fake
dataset_asv\fake_speech\LA_T_1067682.flac,fake
dataset_asv\fake_speech\LA_T_1067825.flac,fake
dataset_asv\fake_speech\LA_T_1068454.flac,fake
dataset_asv\fake_speech\LA_T_1068558.flac,fake
dataset_asv\fake_speech\LA_T_1069045.flac,fake
dataset_asv\fake_speech\LA_T_1069321.flac,fake
dataset_asv\fake_speech\LA_T_1069388.flac,fake
dataset_asv\fake_speech\LA_T_1069506.flac,fake
dataset_asv\fake_speech\LA_T_1070377.flac,fake
dataset_asv\fake_speech\LA_T_1071120.flac,fake
dataset_asv\fake_speech\LA_T_1071128.flac,fake
dataset_asv\fake_speech\LA_T_1071183.flac,fake
dataset_asv\fake_speech\LA_T_1072331.flac,fake
dataset_asv\fake_speech\LA_T_1072591.flac,fake
dataset_asv\fake_speech\LA_T_1072646.flac,fake
dataset_asv\fake_speech\LA_T_1073026.flac,fake
dataset_asv\fake_speech\LA_T_1074433.flac,fake
dataset_asv\fake_speech\LA_T_1074765.flac,fake
dataset_asv\fake_speech\LA_T_1075258.flac,fake
dataset_asv\fake_speech\LA_T_1075556.flac,fake
dataset_asv\fake_speech\LA_T_1076032.flac,fake
dataset_asv\fake_speech\LA_T_1076210.flac,fake
dataset_asv\fake_speech\LA_T_1076834.flac,fake
dataset_asv\fake_speech\LA_T_1076943.flac,fake
dataset_asv\fake_speech\LA_T_1077459.flac,fake
dataset_asv\fake_speech\LA_T_1077649.flac,fake
dataset_asv\fake_speech\LA_T_1078480.flac,fake
dataset_asv\fake_speech\LA_T_1078605.flac,fake
dataset_asv\fake_speech\LA_T_1078877.flac,fake
dataset_asv\fake_speech\LA_T_1079079.flac,fake
dataset_asv\fake_speech\LA_T_1079147.flac,fake
dataset_asv\fake_speech\LA_T_1079418.flac,fake
dataset_asv\fake_speech\LA_T_1079836.flac,fake
dataset_asv\fake_speech\LA_T_1081004.flac,fake
dataset_asv\fake_speech\LA_T_1081350.flac,fake
dataset_asv\fake_speech\LA_T_1081570.flac,fake
dataset_asv\fake_speech\LA_T_1081692.flac,fake
dataset_asv\fake_speech\LA_T_1081824.flac,fake
dataset_asv\fake_speech\LA_T_1081925.flac,fake
dataset_asv\fake_speech\LA_T_1082540.flac,fake
dataset_asv\fake_speech\LA_T_1083055.flac,fake
dataset_asv\fake_speech\LA_T_1083769.flac,fake
dataset_asv\fake_speech\LA_T_1083978.flac,fake
dataset_asv\fake_speech\LA_T_1084255.flac,fake
dataset_asv\fake_speech\LA_T_1085622.flac,fake
dataset_asv\fake_speech\LA_T_1085646.flac,fake
dataset_asv\fake_speech\LA_T_1085704.flac,fake
dataset_asv\fake_speech\LA_T_1085866.flac,fake
dataset_asv\fake_speech\LA_T_1085885.flac,fake
dataset_asv\fake_speech\LA_T_1086559.flac,fake
dataset_asv\fake_speech\LA_T_1087286.flac,fake
dataset_asv\fake_speech\LA_T_1087556.flac,fake
dataset_asv\fake_speech\LA_T_1087609.flac,fake
dataset_asv\fake_speech\LA_T_1087632.flac,fake
dataset_asv\fake_speech\LA_T_1087807.flac,fake
dataset_asv\fake_speech\LA_T_1088154.flac,fake
dataset_asv\fake_speech\LA_T_1088160.flac,fake
dataset_asv\fake_speech\LA_T_1088332.flac,fake
dataset_asv\fake_speech\LA_T_1088656.flac,fake
dataset_asv\fake_speech\LA_T_1090341.flac,fake
dataset_asv\fake_speech\LA_T_1090563.flac,fake
dataset_asv\fake_speech\LA_T_1090723.flac,fake
dataset_asv\fake_speech\LA_T_1090807.flac,fake
dataset_asv\fake_speech\LA_T_1090966.flac,fake
dataset_asv\fake_speech\LA_T_1091140.flac,fake
dataset_asv\fake_speech\LA_T_1091414.flac,fake
dataset_asv\fake_speech\LA_T_1091875.flac,fake
dataset_asv\fake_speech\LA_T_1092005.flac,fake
dataset_asv\fake_speech\LA_T_1092563.flac,fake
dataset_asv\fake_speech\LA_T_1093716.flac,fake
dataset_asv\fake_speech\LA_T_1094085.flac,fake
dataset_asv\fake_speech\LA_T_1095031.flac,fake
dataset_asv\fake_speech\LA_T_1095420.flac,fake
dataset_asv\fake_speech\LA_T_1095850.flac,fake
dataset_asv\fake_speech\LA_T_1096586.flac,fake
dataset_asv\fake_speech\LA_T_1096613.flac,fake
dataset_asv\fake_speech\LA_T_1097088.flac,fake
dataset_asv\fake_speech\LA_T_1097440.flac,fake
dataset_asv\fake_speech\LA_T_1097604.flac,fake
dataset_asv\fake_speech\LA_T_1097864.flac,fake
dataset_asv\fake_speech\LA_T_1098525.flac,fake
dataset_asv\fake_speech\LA_T_1098857.flac,fake
dataset_asv\fake_speech\LA_T_1099214.flac,fake
dataset_asv\fake_speech\LA_T_1099910.flac,fake
dataset_asv\fake_speech\LA_T_1100114.flac,fake
dataset_asv\fake_speech\LA_T_1100207.flac,fake
dataset_asv\fake_speech\LA_T_1100628.flac,fake
dataset_asv\fake_speech\LA_T_1101479.flac,fake
dataset_asv\fake_speech\LA_T_1103057.flac,fake
dataset_asv\fake_speech\LA_T_1103144.flac,fake
dataset_asv\fake_speech\LA_T_1103401.flac,fake
dataset_asv\fake_speech\LA_T_1103630.flac,fake
dataset_asv\fake_speech\LA_T_1103710.flac,fake
dataset_asv\fake_speech\LA_T_1103936.flac,fake
dataset_asv\fake_speech\LA_T_1107106.flac,fake
dataset_asv\fake_speech\LA_T_1107524.flac,fake
dataset_asv\fake_speech\LA_T_1107565.flac,fake
dataset_asv\fake_speech\LA_T_1107670.flac,fake
dataset_asv\fake_speech\LA_T_1108020.flac,fake
dataset_asv\fake_speech\LA_T_1108702.flac,fake
dataset_asv\fake_speech\LA_T_1108824.flac,fake
dataset_asv\fake_speech\LA_T_1108840.flac,fake
dataset_asv\fake_speech\LA_T_1109145.flac,fake
dataset_asv\fake_speech\LA_T_1109278.flac,fake
dataset_asv\fake_speech\LA_T_1109462.flac,fake
dataset_asv\fake_speech\LA_T_1109788.flac,fake
dataset_asv\fake_speech\LA_T_1109955.flac,fake
dataset_asv\fake_speech\LA_T_1110572.flac,fake
dataset_asv\fake_speech\LA_T_1110673.flac,fake
dataset_asv\fake_speech\LA_T_1110914.flac,fake
dataset_asv\fake_speech\LA_T_1111107.flac,fake
dataset_asv\fake_speech\LA_T_1111764.flac,fake
dataset_asv\fake_speech\LA_T_1113457.flac,fake
dataset_asv\fake_speech\LA_T_1113931.flac,fake
dataset_asv\fake_speech\LA_T_1113976.flac,fake
dataset_asv\fake_speech\LA_T_1114442.flac,fake
dataset_asv\fake_speech\LA_T_1115054.flac,fake
dataset_asv\fake_speech\LA_T_1115237.flac,fake
dataset_asv\fake_speech\LA_T_1116030.flac,fake
dataset_asv\fake_speech\LA_T_1116175.flac,fake
dataset_asv\fake_speech\LA_T_1116187.flac,fake
dataset_asv\fake_speech\LA_T_1116345.flac,fake
dataset_asv\fake_speech\LA_T_1116382.flac,fake
dataset_asv\fake_speech\LA_T_1117199.flac,fake
dataset_asv\fake_speech\LA_T_1117664.flac,fake
dataset_asv\fake_speech\LA_T_1119401.flac,fake
dataset_asv\fake_speech\LA_T_1119555.flac,fake
dataset_asv\fake_speech\LA_T_1119789.flac,fake
dataset_asv\fake_speech\LA_T_1119899.flac,fake
dataset_asv\fake_speech\LA_T_1120474.flac,fake
dataset_asv\fake_speech\LA_T_1120592.flac,fake
dataset_asv\fake_speech\LA_T_1120947.flac,fake
dataset_asv\fake_speech\LA_T_1121656.flac,fake
dataset_asv\fake_speech\LA_T_1121855.flac,fake
dataset_asv\fake_speech\LA_T_1121974.flac,fake
dataset_asv\fake_speech\LA_T_1122058.flac,fake
dataset_asv\fake_speech\LA_T_1122769.flac,fake
dataset_asv\fake_speech\LA_T_1122961.flac,fake
dataset_asv\fake_speech\LA_T_1123577.flac,fake
dataset_asv\fake_speech\LA_T_1124738.flac,fake
dataset_asv\fake_speech\LA_T_1124839.flac,fake
dataset_asv\fake_speech\LA_T_1125418.flac,fake
dataset_asv\fake_speech\LA_T_1126002.flac,fake
dataset_asv\fake_speech\LA_T_1126118.flac,fake
dataset_asv\fake_speech\LA_T_1126227.flac,fake
dataset_asv\fake_speech\LA_T_1126698.flac,fake
dataset_asv\fake_speech\LA_T_1127197.flac,fake
dataset_asv\fake_speech\LA_T_1128284.flac,fake
dataset_asv\fake_speech\LA_T_1128453.flac,fake
dataset_asv\fake_speech\LA_T_1128464.flac,fake
dataset_asv\fake_speech\LA_T_1129547.flac,fake
dataset_asv\fake_speech\LA_T_1129923.flac,fake
dataset_asv\fake_speech\LA_T_1130054.flac,fake
dataset_asv\fake_speech\LA_T_1130076.flac,fake
dataset_asv\fake_speech\LA_T_1130675.flac,fake
dataset_asv\fake_speech\LA_T_1130893.flac,fake
dataset_asv\fake_speech\LA_T_1131555.flac,fake
dataset_asv\fake_speech\LA_T_1132062.flac,fake
dataset_asv\fake_speech\LA_T_1132403.flac,fake
dataset_asv\fake_speech\LA_T_1132475.flac,fake
dataset_asv\fake_speech\LA_T_1133512.flac,fake
dataset_asv\fake_speech\LA_T_1133929.flac,fake
dataset_asv\fake_speech\LA_T_1134314.flac,fake
dataset_asv\fake_speech\LA_T_1134598.flac,fake
dataset_asv\fake_speech\LA_T_1134909.flac,fake
dataset_asv\fake_speech\LA_T_1134997.flac,fake
dataset_asv\fake_speech\LA_T_1135747.flac,fake
dataset_asv\fake_speech\LA_T_1136677.flac,fake
dataset_asv\fake_speech\LA_T_1136756.flac,fake
dataset_asv\fake_speech\LA_T_1137226.flac,fake
dataset_asv\fake_speech\LA_T_1137533.flac,fake
dataset_asv\fake_speech\LA_T_1137883.flac,fake
dataset_asv\fake_speech\LA_T_1137942.flac,fake
dataset_asv\fake_speech\LA_T_1138237.flac,fake
dataset_asv\fake_speech\LA_T_1139785.flac,fake
dataset_asv\fake_speech\LA_T_1140654.flac,fake
dataset_asv\fake_speech\LA_T_1141725.flac,fake
dataset_asv\fake_speech\LA_T_1142053.flac,fake
dataset_asv\fake_speech\LA_T_1142427.flac,fake
dataset_asv\fake_speech\LA_T_1143756.flac,fake
dataset_asv\fake_speech\LA_T_1145282.flac,fake
dataset_asv\fake_speech\LA_T_1145741.flac,fake
dataset_asv\fake_speech\LA_T_1146351.flac,fake
dataset_asv\fake_speech\LA_T_1146868.flac,fake
dataset_asv\fake_speech\LA_T_1146967.flac,fake
dataset_asv\fake_speech\LA_T_1147364.flac,fake
dataset_asv\fake_speech\LA_T_1147552.flac,fake
dataset_asv\fake_speech\LA_T_1147556.flac,fake
dataset_asv\fake_speech\LA_T_1148129.flac,fake
dataset_asv\fake_speech\LA_T_1148175.flac,fake
dataset_asv\fake_speech\LA_T_1148535.flac,fake
dataset_asv\fake_speech\LA_T_1148654.flac,fake
dataset_asv\fake_speech\LA_T_1148844.flac,fake
dataset_asv\fake_speech\LA_T_1148993.flac,fake
dataset_asv\fake_speech\LA_T_1149087.flac,fake
dataset_asv\fake_speech\LA_T_1149135.flac,fake
dataset_asv\fake_speech\LA_T_1149145.flac,fake
dataset_asv\fake_speech\LA_T_1149443.flac,fake
dataset_asv\fake_speech\LA_T_1150028.flac,fake
dataset_asv\fake_speech\LA_T_1150653.flac,fake
dataset_asv\fake_speech\LA_T_1150787.flac,fake
dataset_asv\fake_speech\LA_T_1150895.flac,fake
dataset_asv\fake_speech\LA_T_1151489.flac,fake
dataset_asv\fake_speech\LA_T_1151825.flac,fake
dataset_asv\fake_speech\LA_T_1152016.flac,fake
dataset_asv\fake_speech\LA_T_1152387.flac,fake
dataset_asv\fake_speech\LA_T_1152870.flac,fake
dataset_asv\fake_speech\LA_T_1153016.flac,fake
dataset_asv\fake_speech\LA_T_1153198.flac,fake
dataset_asv\fake_speech\LA_T_1153405.flac,fake
dataset_asv\fake_speech\LA_T_1153489.flac,fake
dataset_asv\fake_speech\LA_T_1153987.flac,fake
dataset_asv\fake_speech\LA_T_1154440.flac,fake
dataset_asv\fake_speech\LA_T_1155093.flac,fake
dataset_asv\fake_speech\LA_T_1155184.flac,fake
dataset_asv\fake_speech\LA_T_1156100.flac,fake
dataset_asv\fake_speech\LA_T_1156513.flac,fake
dataset_asv\fake_speech\LA_T_1156774.flac,fake
dataset_asv\fake_speech\LA_T_1157103.flac,fake
dataset_asv\fake_speech\LA_T_1157756.flac,fake
dataset_asv\fake_speech\LA_T_1158271.flac,fake
dataset_asv\fake_speech\LA_T_1158406.flac,fake
dataset_asv\fake_speech\LA_T_1160239.flac,fake
dataset_asv\fake_speech\LA_T_1161442.flac,fake
dataset_asv\fake_speech\LA_T_1161445.flac,fake
dataset_asv\fake_speech\LA_T_1161683.flac,fake
dataset_asv\fake_speech\LA_T_1161788.flac,fake
dataset_asv\fake_speech\LA_T_1161958.flac,fake
dataset_asv\fake_speech\LA_T_1162278.flac,fake
dataset_asv\fake_speech\LA_T_1162361.flac,fake
dataset_asv\fake_speech\LA_T_1162877.flac,fake
dataset_asv\fake_speech\LA_T_1162918.flac,fake
dataset_asv\fake_speech\LA_T_1163771.flac,fake
dataset_asv\fake_speech\LA_T_1163956.flac,fake
dataset_asv\fake_speech\LA_T_1163987.flac,fake
dataset_asv\fake_speech\LA_T_1164518.flac,fake
dataset_asv\fake_speech\LA_T_1164775.flac,fake
dataset_asv\fake_speech\LA_T_1165581.flac,fake
dataset_asv\fake_speech\LA_T_1165875.flac,fake
dataset_asv\fake_speech\LA_T_1166468.flac,fake
dataset_asv\fake_speech\LA_T_1167339.flac,fake
dataset_asv\fake_speech\LA_T_1167346.flac,fake
dataset_asv\fake_speech\LA_T_1167616.flac,fake
dataset_asv\fake_speech\LA_T_1167878.flac,fake
dataset_asv\fake_speech\LA_T_1167935.flac,fake
dataset_asv\fake_speech\LA_T_1168059.flac,fake
dataset_asv\fake_speech\LA_T_1168427.flac,fake
dataset_asv\fake_speech\LA_T_1168531.flac,fake
dataset_asv\fake_speech\LA_T_1168781.flac,fake
dataset_asv\fake_speech\LA_T_1171266.flac,fake
dataset_asv\fake_speech\LA_T_1171310.flac,fake
dataset_asv\fake_speech\LA_T_1171346.flac,fake
dataset_asv\fake_speech\LA_T_1172893.flac,fake
dataset_asv\fake_speech\LA_T_1173050.flac,fake
dataset_asv\fake_speech\LA_T_1173157.flac,fake
dataset_asv\fake_speech\LA_T_1173561.flac,fake
dataset_asv\fake_speech\LA_T_1173816.flac,fake
dataset_asv\fake_speech\LA_T_1174772.flac,fake
dataset_asv\fake_speech\LA_T_1175148.flac,fake
dataset_asv\fake_speech\LA_T_1175418.flac,fake
dataset_asv\fake_speech\LA_T_1175560.flac,fake
dataset_asv\fake_speech\LA_T_1176596.flac,fake
dataset_asv\fake_speech\LA_T_1176618.flac,fake
dataset_asv\fake_speech\LA_T_1177155.flac,fake
dataset_asv\fake_speech\LA_T_1177471.flac,fake
dataset_asv\fake_speech\LA_T_1178793.flac,fake
dataset_asv\fake_speech\LA_T_1178948.flac,fake
dataset_asv\fake_speech\LA_T_1179505.flac,fake
dataset_asv\fake_speech\LA_T_1179520.flac,fake
dataset_asv\fake_speech\LA_T_1180374.flac,fake
dataset_asv\fake_speech\LA_T_1180379.flac,fake
dataset_asv\fake_speech\LA_T_1180816.flac,fake
dataset_asv\fake_speech\LA_T_1180971.flac,fake
dataset_asv\fake_speech\LA_T_1180981.flac,fake
dataset_asv\fake_speech\LA_T_1181129.flac,fake
dataset_asv\fake_speech\LA_T_1181374.flac,fake
dataset_asv\fake_speech\LA_T_1181809.flac,fake
dataset_asv\fake_speech\LA_T_1181838.flac,fake
dataset_asv\fake_speech\LA_T_1182166.flac,fake
dataset_asv\fake_speech\LA_T_1182547.flac,fake
dataset_asv\fake_speech\LA_T_1183321.flac,fake
dataset_asv\fake_speech\LA_T_1183718.flac,fake
dataset_asv\fake_speech\LA_T_1184273.flac,fake
dataset_asv\fake_speech\LA_T_1184541.flac,fake
dataset_asv\fake_speech\LA_T_1184665.flac,fake
dataset_asv\fake_speech\LA_T_1185158.flac,fake
dataset_asv\fake_speech\LA_T_1185180.flac,fake
dataset_asv\fake_speech\LA_T_1185797.flac,fake
dataset_asv\fake_speech\LA_T_1186082.flac,fake
dataset_asv\fake_speech\LA_T_1186987.flac,fake
dataset_asv\fake_speech\LA_T_1187712.flac,fake
dataset_asv\fake_speech\LA_T_1187833.flac,fake
dataset_asv\fake_speech\LA_T_1187951.flac,fake
dataset_asv\fake_speech\LA_T_1188128.flac,fake
dataset_asv\fake_speech\LA_T_1188511.flac,fake
dataset_asv\fake_speech\LA_T_1189271.flac,fake
dataset_asv\fake_speech\LA_T_1189681.flac,fake
dataset_asv\fake_speech\LA_T_1190044.flac,fake
dataset_asv\fake_speech\LA_T_1190253.flac,fake
dataset_asv\fake_speech\LA_T_1190429.flac,fake
dataset_asv\fake_speech\LA_T_1190681.flac,fake
dataset_asv\fake_speech\LA_T_1191013.flac,fake
dataset_asv\fake_speech\LA_T_1191160.flac,fake
dataset_asv\fake_speech\LA_T_1191172.flac,fake
dataset_asv\fake_speech\LA_T_1191266.flac,fake
dataset_asv\fake_speech\LA_T_1191378.flac,fake
dataset_asv\fake_speech\LA_T_1191605.flac,fake
dataset_asv\fake_speech\LA_T_1192227.flac,fake
dataset_asv\fake_speech\LA_T_1192297.flac,fake
dataset_asv\fake_speech\LA_T_1192399.flac,fake
dataset_asv\fake_speech\LA_T_1192902.flac,fake
dataset_asv\fake_speech\LA_T_1192982.flac,fake
dataset_asv\fake_speech\LA_T_1195221.flac,fake
dataset_asv\fake_speech\LA_T_1195400.flac,fake
dataset_asv\fake_speech\LA_T_1195971.flac,fake
dataset_asv\fake_speech\LA_T_1196702.flac,fake
dataset_asv\fake_speech\LA_T_1196762.flac,fake
dataset_asv\fake_speech\LA_T_1196874.flac,fake
dataset_asv\fake_speech\LA_T_1197118.flac,fake
dataset_asv\fake_speech\LA_T_1197265.flac,fake
dataset_asv\fake_speech\LA_T_1198122.flac,fake
dataset_asv\fake_speech\LA_T_1198277.flac,fake
dataset_asv\fake_speech\LA_T_1198582.flac,fake
dataset_asv\fake_speech\LA_T_1198917.flac,fake
dataset_asv\fake_speech\LA_T_1199190.flac,fake
dataset_asv\fake_speech\LA_T_1199455.flac,fake
dataset_asv\fake_speech\LA_T_1199527.flac,fake
dataset_asv\fake_speech\LA_T_1199774.flac,fake
dataset_asv\fake_speech\LA_T_1200498.flac,fake
dataset_asv\fake_speech\LA_T_9998119.flac,fake
dataset_asv\fake_speech\LA_T_9998328.flac,fake
